Timestamp,Air extérieur,Température dissipateur,
2025-03-28 13:30:08,19,-14,
2025-03-28 13:30:09,19,-14,
2025-03-28 13:30:10,20,-14,
2025-03-28 13:30:11,20,-14,
2025-03-28 13:30:12,20,-14,
2025-03-28 13:30:13,20,-14,
2025-03-28 13:30:14,19,-14,
2025-03-28 13:30:15,20,-14,
2025-03-28 13:30:16,20,-13,
2025-03-28 13:30:17,20,-14,
2025-03-28 13:30:18,20,-13,
2025-03-28 13:30:19,20,-14,
2025-03-28 13:30:20,20,-13,
2025-03-28 13:30:21,20,-14,
2025-03-28 13:30:22,20,-12,
2025-03-28 13:30:23,20,-14,
2025-03-28 13:30:24,20,-14,
2025-03-28 13:30:25,20,-14,
2025-03-28 13:30:26,20,-14,
2025-03-28 13:30:27,20,-14,
2025-03-28 13:30:28,20,-14,
2025-03-28 13:30:29,20,-14,
2025-03-28 13:30:30,20,-14,
2025-03-28 13:30:31,20,-14,
2025-03-28 13:30:32,20,-13,
2025-03-28 13:30:33,20,-13,
2025-03-28 13:30:34,20,-12,
2025-03-28 13:30:35,20,-14,
2025-03-28 13:30:36,20,-12,
2025-03-28 13:30:37,20,-14,
2025-03-28 13:30:38,20,-13,
2025-03-28 13:30:39,20,-17,
2025-03-28 13:30:40,20,-6,
2025-03-28 13:30:41,20,-14,
2025-03-28 13:30:43,20,-15,
2025-03-28 13:30:44,20,-14,
2025-03-28 13:30:45,20,-14,
2025-03-28 13:30:46,20,-13,
2025-03-28 13:30:47,20,-13,
2025-03-28 13:30:48,20,-12,
2025-03-28 13:30:49,20,-17,
2025-03-28 13:30:50,20,-12,
2025-03-28 13:30:51,20,-14,
2025-03-28 13:30:52,20,-16,"stop peltier modules, fan on"
